Event,Elevation [m],Longitude,Latitude,Depth water [m],Symbiosis,Spinose,export_n_m2_d,export_mmolC_m2_d,prop
SAST_trap,-4075,67.12,13.13,1654,Undetermined,Undetermined,0,0,0
SAST_trap,-4075,67.12,13.13,1654,Yes,No,0,0,0
SAST_trap,-4075,67.12,13.13,1654,Yes,Yes,0,0,0
SAST_trap,-4075,67.12,13.13,1654,NA,NA,0,0,0
SAZ_47_trap,-4540,142.07,-46.76,1060,No,No,329.1857142857143,0.023180160714285716,0.6777286497191205
SAZ_47_trap,-4540,142.07,-46.76,1060,No,Yes,156.53333333333333,0.011022555555555555,0.3222713502808796
SAZ_47_trap,-4540,142.07,-46.76,1060,Undetermined,Undetermined,0,0,0
SAZ_47_trap,-4540,142.07,-46.76,1060,Yes,No,0,0,0
SAZ_47_trap,-4540,142.07,-46.76,1060,Yes,Yes,0,0,0
SAZ_47_trap,-4540,142.07,-46.76,1060,NA,NA,0,0,0
SAZ_47_trap,-4540,142.07,-46.76,3850,No,No,293.81951219512194,0.020689790650406503,0.6545997935119274
SAZ_47_trap,-4540,142.07,-46.76,3850,No,Yes,154.97560975609755,0.010912865853658535,0.34526979296853777
SAZ_47_trap,-4540,142.07,-46.76,3850,Undetermined,Undetermined,0,0,0
SAZ_47_trap,-4540,142.07,-46.76,3850,Yes,No,0,0,0
SAZ_47_trap,-4540,142.07,-46.76,3850,Yes,Yes,0.05853658536585363,4.121951219512193e-6,1.304135195348584e-4
SAZ_47_trap,-4540,142.07,-46.76,3850,NA,NA,0,0,0
SAZ_51_trap,-3780,141.74,-51,3080,No,No,729.1904761904763,0.051347162698412704,0.2920622689803283
SAZ_51_trap,-3780,141.74,-51,3080,No,Yes,1767.504761904762,0.12446179365079366,0.7079377310196717
SAZ_51_trap,-3780,141.74,-51,3080,Undetermined,Undetermined,0,0,0
SAZ_51_trap,-3780,141.74,-51,3080,Yes,No,0,0,0
SAZ_51_trap,-3780,141.74,-51,3080,Yes,Yes,0,0,0
SAZ_51_trap,-3780,141.74,-51,3080,NA,NA,0,0,0
SAZ_54_trap,-2280,141.76,-53.75,830,No,No,1940.131818181818,0.13661761553030302,0.9054996669311417
SAZ_54_trap,-2280,141.76,-53.75,830,No,Yes,202.47727272727272,0.01425777462121212,0.09450033306885827
SAZ_54_trap,-2280,141.76,-53.75,830,Undetermined,Undetermined,0,0,0
SAZ_54_trap,-2280,141.76,-53.75,830,Yes,No,0,0,0
SAZ_54_trap,-2280,141.76,-53.75,830,Yes,Yes,0,0,0
SAZ_54_trap,-2280,141.76,-53.75,830,NA,NA,0,0,0
SAZ_54_trap,-2280,141.76,-53.75,1580,No,No,730.38,0.051430925,0.8787636333010486
SAZ_54_trap,-2280,141.76,-53.75,1580,No,Yes,100.765,0.0070955354166666665,0.12123636669895145
SAZ_54_trap,-2280,141.76,-53.75,1580,Undetermined,Undetermined,0,0,0
SAZ_54_trap,-2280,141.76,-53.75,1580,Yes,No,0,0,0
SAZ_54_trap,-2280,141.76,-53.75,1580,Yes,Yes,0,0,0
SAZ_54_trap,-2280,141.76,-53.75,1580,NA,NA,0,0,0
SBBT-06_trap,-3997,87.4,4.1,1518,No,No,0,0,0
SBBT-06_trap,-3997,87.4,4.1,1518,No,Yes,121.92307692307692,0.008585416666666667,1
SBBT-06_trap,-3997,87.4,4.1,1518,Undetermined,Undetermined,0,0,0
SBBT-06_trap,-3997,87.4,4.1,1518,Yes,No,0,0,0
SBBT-06_trap,-3997,87.4,4.1,1518,Yes,Yes,0,0,0
SBBT-06_trap,-3997,87.4,4.1,1518,NA,NA,0,0,0
SCR_trap,-1500,178.62,-44.62,300,No,No,65.8125,0.004634296875,0.03138917207705103
SCR_trap,-1500,178.62,-44.62,300,No,Yes,2030.85,0.1430056875,0.968610827922949
SCR_trap,-1500,178.62,-44.62,300,Undetermined,Undetermined,0,0,0
SCR_trap,-1500,178.62,-44.62,300,Yes,No,0,0,0
SCR_trap,-1500,178.62,-44.62,300,Yes,Yes,0,0,0
SCR_trap,-1500,178.62,-44.62,300,NA,NA,0,0,0
SCR_trap,-1500,178.62,-44.62,1000,No,No,265.87142857142857,0.018721779761904762,0.38280585799303407
SCR_trap,-1500,178.62,-44.62,1000,No,Yes,428.5666666666667,0.030178236111111114,0.6170570167018623
SCR_trap,-1500,178.62,-44.62,1000,Undetermined,Undetermined,0,0,0
SCR_trap,-1500,178.62,-44.62,1000,Yes,No,0,0,0
SCR_trap,-1500,178.62,-44.62,1000,Yes,Yes,0.09523809523809523,6.706349206349206e-6,1.3712530510380386e-4
SCR_trap,-1500,178.62,-44.62,1000,NA,NA,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,722,No,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,722,No,Yes,718.4545454545455,0.05059117424242424,0.7025513378967019
SO53_CAST_trap,-3900,64.75,14.5,722,Undetermined,Undetermined,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,722,Yes,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,722,Yes,Yes,304.1818181818182,0.021419469696969697,0.29744866210329807
SO53_CAST_trap,-3900,64.75,14.5,722,NA,NA,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,732,No,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,732,No,Yes,1184.0833333333335,0.0833792013888889,0.7537531165455413
SO53_CAST_trap,-3900,64.75,14.5,732,Undetermined,Undetermined,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,732,Yes,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,732,Yes,Yes,386.83333333333337,0.027239513888888893,0.24624688345445864
SO53_CAST_trap,-3900,64.75,14.5,732,NA,NA,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,744,No,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,744,No,Yes,428.4615384615384,0.030170833333333327,0.6312330009066183
SO53_CAST_trap,-3900,64.75,14.5,744,Undetermined,Undetermined,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,744,Yes,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,744,Yes,Yes,250.3076923076923,0.017625833333333334,0.3687669990933817
SO53_CAST_trap,-3900,64.75,14.5,744,NA,NA,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2894,No,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2894,No,Yes,581,0.040912083333333335,0.7329128440366972
SO53_CAST_trap,-3900,64.75,14.5,2894,Undetermined,Undetermined,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2894,Yes,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2894,Yes,Yes,211.72727272727272,0.014909128787878787,0.26708715596330274
SO53_CAST_trap,-3900,64.75,14.5,2894,NA,NA,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2913,No,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2913,No,Yes,126.09090909090908,0.008878901515151515,0.40144717800289437
SO53_CAST_trap,-3900,64.75,14.5,2913,Undetermined,Undetermined,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2913,Yes,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2913,Yes,Yes,188,0.013238333333333333,0.5985528219971057
SO53_CAST_trap,-3900,64.75,14.5,2913,NA,NA,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2919,No,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2919,No,Yes,887.8461538461538,0.06251916666666667,0.7454146215448204
SO53_CAST_trap,-3900,64.75,14.5,2919,Undetermined,Undetermined,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2919,Yes,No,0,0,0
SO53_CAST_trap,-3900,64.75,14.5,2919,Yes,Yes,303.2307692307692,0.0213525,0.25458537845517953
SO53_CAST_trap,-3900,64.75,14.5,2919,NA,NA,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,1022,No,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,1022,No,Yes,2118.6153846153848,0.14918583333333335,0.8431138457770839
SO53_WAST_trap,-4020,60.5,16.333333,1022,Undetermined,Undetermined,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,1022,Yes,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,1022,Yes,Yes,394.2307692307692,0.027760416666666666,0.1568861542229161
SO53_WAST_trap,-4020,60.5,16.333333,1022,NA,NA,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,1034,No,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,1034,No,Yes,143.23076923076923,0.010085833333333334,0.4125858630622645
SO53_WAST_trap,-4020,60.5,16.333333,1034,Undetermined,Undetermined,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,1034,Yes,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,1034,Yes,Yes,203.92307692307693,0.014359583333333334,0.5874141369377354
SO53_WAST_trap,-4020,60.5,16.333333,1034,NA,NA,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3021,No,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3021,No,Yes,208.81818181818184,0.014704280303030304,0.29947848761408086
SO53_WAST_trap,-4020,60.5,16.333333,3021,Undetermined,Undetermined,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3021,Yes,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3021,Yes,Yes,488.45454545454544,0.03439534090909091,0.7005215123859192
SO53_WAST_trap,-4020,60.5,16.333333,3021,NA,NA,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3024,No,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3024,No,Yes,1068.1,0.07521204166666666,0.6971477057633314
SO53_WAST_trap,-4020,60.5,16.333333,3024,Undetermined,Undetermined,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3024,Yes,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3024,Yes,Yes,464,0.03267333333333333,0.30285229423666865
SO53_WAST_trap,-4020,60.5,16.333333,3024,NA,NA,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3033,No,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3033,No,Yes,2301.538461538462,0.1620666666666667,0.8390588631201099
SO53_WAST_trap,-4020,60.5,16.333333,3033,Undetermined,Undetermined,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3033,Yes,No,0,0,0
SO53_WAST_trap,-4020,60.5,16.333333,3033,Yes,Yes,441.46153846153845,0.03108625,0.16094113687989003
SO53_WAST_trap,-4020,60.5,16.333333,3033,NA,NA,0,0,0
SPB_trap,-880,-118.5,33.55,500,No,No,166.35714285714283,0.011714315476190474,0.3106990394877268
SPB_trap,-880,-118.5,33.55,500,No,Yes,332.6785714285714,0.023426116071428568,0.6213313767342583
SPB_trap,-880,-118.5,33.55,500,Undetermined,Undetermined,0,0,0
SPB_trap,-880,-118.5,33.55,500,Yes,No,0,0,0
SPB_trap,-880,-118.5,33.55,500,Yes,Yes,36.392857142857146,0.0025626636904761907,0.06796958377801496
SPB_trap,-880,-118.5,33.55,500,NA,NA,0,0,0
WA1_trap,-5530,-25.5667,-4,652,No,No,0,0,0
WA1_trap,-5530,-25.5667,-4,652,No,Yes,0,0,0
WA1_trap,-5530,-25.5667,-4,652,Undetermined,Undetermined,0,0,0
WA1_trap,-5530,-25.5667,-4,652,Yes,No,0,0,0
WA1_trap,-5530,-25.5667,-4,652,Yes,Yes,210.475,0.014820947916666665,1
WA1_trap,-5530,-25.5667,-4,652,NA,NA,0,0,0
WA1_trap,-5530,-25.5667,-4,1232,No,No,0,0,0
WA1_trap,-5530,-25.5667,-4,1232,No,Yes,0.21000000000000002,1.4787500000000002e-5,0.0010267442428983523
WA1_trap,-5530,-25.5667,-4,1232,Undetermined,Undetermined,0,0,0
WA1_trap,-5530,-25.5667,-4,1232,Yes,No,0,0,0
WA1_trap,-5530,-25.5667,-4,1232,Yes,Yes,204.32000000000002,0.014387533333333334,0.9989732557571016
WA1_trap,-5530,-25.5667,-4,1232,NA,NA,0,0,0
WA1_trap,-5530,-25.5667,-4,4991,No,No,0,0,0
WA1_trap,-5530,-25.5667,-4,4991,No,Yes,0,0,0
WA1_trap,-5530,-25.5667,-4,4991,Undetermined,Undetermined,0,0,0
WA1_trap,-5530,-25.5667,-4,4991,Yes,No,0,0,0
WA1_trap,-5530,-25.5667,-4,4991,Yes,Yes,316.81,0.022308704166666665,1
WA1_trap,-5530,-25.5667,-4,4991,NA,NA,0,0,0
WA2_trap,-5570,-28.0417,-7.5217,591,No,No,0,0,0
WA2_trap,-5570,-28.0417,-7.5217,591,No,Yes,0,0,0
WA2_trap,-5570,-28.0417,-7.5217,591,Undetermined,Undetermined,0,0,0
WA2_trap,-5570,-28.0417,-7.5217,591,Yes,No,0,0,0
WA2_trap,-5570,-28.0417,-7.5217,591,Yes,Yes,56.505,0.00397889375,1
WA2_trap,-5570,-28.0417,-7.5217,591,NA,NA,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,671,No,No,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,671,No,Yes,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,671,Undetermined,Undetermined,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,671,Yes,No,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,671,Yes,Yes,78.9,0.005555875,1
WA3_trap,-5570,-28.0333,-7.5167,671,NA,NA,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,5031,No,No,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,5031,No,Yes,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,5031,Undetermined,Undetermined,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,5031,Yes,No,0,0,0
WA3_trap,-5570,-28.0333,-7.5167,5031,Yes,Yes,160,0.011266666666666666,1
WA3_trap,-5570,-28.0333,-7.5167,5031,NA,NA,0,0,0
WAB1_trap,-5483,-28.52,-11.55,727,No,No,0,0,0
WAB1_trap,-5483,-28.52,-11.55,727,No,Yes,0.085,5.985416666666667e-6,0.009465478841870824
WAB1_trap,-5483,-28.52,-11.55,727,Undetermined,Undetermined,0,0,0
WAB1_trap,-5483,-28.52,-11.55,727,Yes,No,0,0,0
WAB1_trap,-5483,-28.52,-11.55,727,Yes,Yes,8.895,6.2635625e-4,0.9905345211581291
WAB1_trap,-5483,-28.52,-11.55,727,NA,NA,0,0,0
WAB1_trap,-5483,-28.52,-11.55,4515,No,No,0,0,0
WAB1_trap,-5483,-28.52,-11.55,4515,No,Yes,0.085,5.985416666666667e-6,0.004767246214245654
WAB1_trap,-5483,-28.52,-11.55,4515,Undetermined,Undetermined,0,0,0
WAB1_trap,-5483,-28.52,-11.55,4515,Yes,No,0,0,0
WAB1_trap,-5483,-28.52,-11.55,4515,Yes,Yes,17.744999999999997,0.00124954375,0.9952327537857543
WAB1_trap,-5483,-28.52,-11.55,4515,NA,NA,0,0,0
WAB2_trap,-5460,-28.53,-11.58,710,No,No,0,0,0
WAB2_trap,-5460,-28.53,-11.58,710,No,Yes,0.2944444444444445,2.07337962962963e-5,0.00855390574564235
WAB2_trap,-5460,-28.53,-11.58,710,Undetermined,Undetermined,0,0,0
WAB2_trap,-5460,-28.53,-11.58,710,Yes,No,0,0,0
WAB2_trap,-5460,-28.53,-11.58,710,Yes,Yes,34.12777777777778,0.002403164351851852,0.9914460942543577
WAB2_trap,-5460,-28.53,-11.58,710,NA,NA,0,0,0
WB1_trap,-1803,12.44,-23.03,968,No,No,2690.635,0.18946554791666667,0.89578994854585
WB1_trap,-1803,12.44,-23.03,968,No,Yes,301.13,0.021204570833333332,0.10025485701539295
WB1_trap,-1803,12.44,-23.03,968,Undetermined,Undetermined,0,0,0
WB1_trap,-1803,12.44,-23.03,968,Yes,No,0,0,0
WB1_trap,-1803,12.44,-23.03,968,Yes,Yes,11.88,8.3655e-4,0.00395519443875691
WB1_trap,-1803,12.44,-23.03,968,NA,NA,0,0,0
WCT1-1_trap,-4905,137,25,917,No,No,0.9611111111111111,6.767824074074074e-5,0.011121825779492124
WCT1-1_trap,-4905,137,25,917,No,Yes,0,0,0
WCT1-1_trap,-4905,137,25,917,Undetermined,Undetermined,0,0,0
WCT1-1_trap,-4905,137,25,917,Yes,No,0,0,0
WCT1-1_trap,-4905,137,25,917,Yes,Yes,85.45555555555556,0.006017495370370371,0.9888781742205079
WCT1-1_trap,-4905,137,25,917,NA,NA,0,0,0
WCT1-1_trap,-4905,137,25,4336,No,No,1.5526315789473686,1.093311403508772e-4,0.017940765067201853
WCT1-1_trap,-4905,137,25,4336,No,Yes,0,0,0
WCT1-1_trap,-4905,137,25,4336,Undetermined,Undetermined,0,0,0
WCT1-1_trap,-4905,137,25,4336,Yes,No,0,0,0
WCT1-1_trap,-4905,137,25,4336,Yes,Yes,84.98947368421052,0.005984675438596491,0.9820592349327981
WCT1-1_trap,-4905,137,25,4336,NA,NA,0,0,0
WCT1-2_trap,-5308,137,25,1388,No,No,1.0421052631578949,7.338157894736843e-5,0.0065045992115637325
WCT1-2_trap,-5308,137,25,1388,No,Yes,0,0,0
WCT1-2_trap,-5308,137,25,1388,Undetermined,Undetermined,0,0,0
WCT1-2_trap,-5308,137,25,1388,Yes,No,0,0,0
WCT1-2_trap,-5308,137,25,1388,Yes,Yes,159.16842105263157,0.011208109649122807,0.9934954007884362
WCT1-2_trap,-5308,137,25,1388,NA,NA,0,0,0
WCT1-2_trap,-5308,137,25,4758,No,No,0.4736842105263157,3.335526315789473e-5,0.0034062523654530305
WCT1-2_trap,-5308,137,25,4758,No,Yes,0,0,0
WCT1-2_trap,-5308,137,25,4758,Undetermined,Undetermined,0,0,0
WCT1-2_trap,-5308,137,25,4758,Yes,No,0,0,0
WCT1-2_trap,-5308,137,25,4758,Yes,Yes,138.58947368421053,0.009759008771929825,0.9965937476345469
WCT1-2_trap,-5308,137,25,4758,NA,NA,0,0,0
WCT2-1_trap,-5356,147,39,1371,No,No,211.445,0.014889252083333332,0.7185652144362129
WCT2-1_trap,-5356,147,39,1371,No,Yes,35.935,0.0025304229166666667,0.1221198939713179
WCT2-1_trap,-5356,147,39,1371,Undetermined,Undetermined,0,0,0
WCT2-1_trap,-5356,147,39,1371,Yes,No,0,0,0
WCT2-1_trap,-5356,147,39,1371,Yes,Yes,46.879999999999995,0.003301133333333333,0.15931489159246923
WCT2-1_trap,-5356,147,39,1371,NA,NA,0,0,0
WCT2-1_trap,-5356,147,39,4787,No,No,207.45,0.0146079375,0.7975165308319236
WCT2-1_trap,-5356,147,39,4787,No,Yes,25.839999999999996,0.0018195666666666664,0.09933876672305088
WCT2-1_trap,-5356,147,39,4787,Undetermined,Undetermined,0,0,0
WCT2-1_trap,-5356,147,39,4787,Yes,No,0,0,0
WCT2-1_trap,-5356,147,39,4787,Yes,Yes,26.830000000000002,0.0018892791666666668,0.10314470244502538
WCT2-1_trap,-5356,147,39,4787,NA,NA,0,0,0
WCT2-2_trap,-5322,147,39,1586,No,No,359.37,0.0253056375,0.7403127124405168
WCT2-2_trap,-5322,147,39,1586,No,Yes,80.53,0.005670654166666666,0.1658941556970109
WCT2-2_trap,-5322,147,39,1586,Undetermined,Undetermined,0,0,0
WCT2-2_trap,-5322,147,39,1586,Yes,No,0,0,0
WCT2-2_trap,-5322,147,39,1586,Yes,Yes,45.53,0.0032060708333333334,0.09379313186247246
WCT2-2_trap,-5322,147,39,1586,NA,NA,0,0,0
WCT2-2_trap,-5322,147,39,4787,No,No,243.02,0.017112658333333332,0.7606616899071944
WCT2-2_trap,-5322,147,39,4787,No,Yes,50.14,0.0035306916666666666,0.15694007543390143
WCT2-2_trap,-5322,147,39,4787,Undetermined,Undetermined,0,0,0
WCT2-2_trap,-5322,147,39,4787,Yes,No,0,0,0
WCT2-2_trap,-5322,147,39,4787,Yes,Yes,26.325000000000003,0.0018537187500000001,0.08239823465890418
WCT2-2_trap,-5322,147,39,4787,NA,NA,0,0,0
WR2_trap,-2196,9.15,-20.05,599,No,No,452.985,0.03189769375,0.6041129048390645
WR2_trap,-2196,9.15,-20.05,599,No,Yes,221.865,0.015622993750000001,0.29588509472083857
WR2_trap,-2196,9.15,-20.05,599,Undetermined,Undetermined,0,0,0
WR2_trap,-2196,9.15,-20.05,599,Yes,No,0,0,0
WR2_trap,-2196,9.15,-20.05,599,Yes,Yes,74.98499999999999,0.005280193749999999,0.1000020004400968
WR2_trap,-2196,9.15,-20.05,599,NA,NA,0,0,0
WR2_trap,-2196,9.15,-20.05,1648,No,No,227.3375,0.016008348958333335,0.36495896293620694
WR2_trap,-2196,9.15,-20.05,1648,No,Yes,213.575,0.015039239583333332,0.3428651696666867
WR2_trap,-2196,9.15,-20.05,1648,Undetermined,Undetermined,0,0,0
WR2_trap,-2196,9.15,-20.05,1648,Yes,No,0,0,0
WR2_trap,-2196,9.15,-20.05,1648,Yes,Yes,182,0.012815833333333334,0.2921758673971063
WR2_trap,-2196,9.15,-20.05,1648,NA,NA,0,0,0
WR3_trap,-2208,9.1617,-20.04,1648,No,No,527.3100000000001,0.0371314125,0.7517481769775248
WR3_trap,-2208,9.1617,-20.04,1648,No,Yes,164.41500000000002,0.011577556250000001,0.23439471376943308
WR3_trap,-2208,9.1617,-20.04,1648,Undetermined,Undetermined,0,0,0
WR3_trap,-2208,9.1617,-20.04,1648,Yes,No,0,0,0
WR3_trap,-2208,9.1617,-20.04,1648,Yes,Yes,9.72,6.844500000000001e-4,0.013857109253041932
WR3_trap,-2208,9.1617,-20.04,1648,NA,NA,0,0,0
WR4_trap,-2263,8.96,-20.125,1717,No,No,463.82,0.032660658333333335,0.6998838104148118
WR4_trap,-2263,8.96,-20.125,1717,No,Yes,144.425,0.010169927083333334,0.2179309200102609
WR4_trap,-2263,8.96,-20.125,1717,Undetermined,Undetermined,0,0,0
WR4_trap,-2263,8.96,-20.125,1717,Yes,No,0,0,0
WR4_trap,-2263,8.96,-20.125,1717,Yes,Yes,54.464999999999996,0.0038352437499999995,0.08218526957492718
WR4_trap,-2263,8.96,-20.125,1717,NA,NA,0,0,0
WS1_trap,-3880,-34.7667,-62.45,863,No,No,3.9319999999999995,2.768783333333333e-4,1
WS1_trap,-3880,-34.7667,-62.45,863,No,Yes,0,0,0
WS1_trap,-3880,-34.7667,-62.45,863,Undetermined,Undetermined,0,0,0
WS1_trap,-3880,-34.7667,-62.45,863,Yes,No,0,0,0
WS1_trap,-3880,-34.7667,-62.45,863,Yes,Yes,0,0,0
WS1_trap,-3880,-34.7667,-62.45,863,NA,NA,0,0,0
WS2_trap,-5000,-2.5,-62.916666,4456,No,No,147.13684210526316,0.01036088596491228,1
WS2_trap,-5000,-2.5,-62.916666,4456,No,Yes,0,0,0
WS2_trap,-5000,-2.5,-62.916666,4456,Undetermined,Undetermined,0,0,0
WS2_trap,-5000,-2.5,-62.916666,4456,Yes,No,0,0,0
WS2_trap,-5000,-2.5,-62.916666,4456,Yes,Yes,0,0,0
WS2_trap,-5000,-2.5,-62.916666,4456,NA,NA,0,0,0
WS3_trap,-5053,-2.5633,-64.9017,360,No,No,2023.615,0.14249622291666666,0.9998418921556276
WS3_trap,-5053,-2.5633,-64.9017,360,No,Yes,0,0,0
WS3_trap,-5053,-2.5633,-64.9017,360,Undetermined,Undetermined,0,0,0
WS3_trap,-5053,-2.5633,-64.9017,360,Yes,No,0,0,0
WS3_trap,-5053,-2.5633,-64.9017,360,Yes,Yes,0.31999999999999995,2.253333333333333e-5,1.581078443724724e-4
WS3_trap,-5053,-2.5633,-64.9017,360,NA,NA,0,0,0
WS4_trap,-5044,-2.5958,-64.9292,352,No,No,27.275,0.0019206145833333332,1
WS4_trap,-5044,-2.5958,-64.9292,352,No,Yes,0,0,0
WS4_trap,-5044,-2.5958,-64.9292,352,Undetermined,Undetermined,0,0,0
WS4_trap,-5044,-2.5958,-64.9292,352,Yes,No,0,0,0
WS4_trap,-5044,-2.5958,-64.9292,352,Yes,Yes,0,0,0
WS4_trap,-5044,-2.5958,-64.9292,352,NA,NA,0,0,0
NA,-1450,-12.81666,49.18333,600,No,No,175.55882352941177,0.012362267156862745,0.4562060531947418
NA,-1450,-12.81666,49.18333,600,No,Yes,74.23529411764706,0.005227401960784314,0.1929073677774381
NA,-1450,-12.81666,49.18333,600,Undetermined,Undetermined,0,0,0
NA,-1450,-12.81666,49.18333,600,Yes,No,70.35294117647058,0.0049540196078431365,0.18281870987465607
NA,-1450,-12.81666,49.18333,600,Yes,Yes,55.529411764705884,0.003910196078431373,0.14429837970039747
NA,-1450,-12.81666,49.18333,600,NA,NA,9.147058823529413,6.441053921568628e-4,0.023769489452766746
